Medium, VariantID, Image, isDefault, Name, Frames, ProductID, MPN, Price, Dimensions, FrameDescription
Giclee Print,100916,http://www.reparteegallery.com/images/variant/large/DP500622FD.jpg,0,Black Lamb Frame D, REP133118,41635,DP500622FD,49.9500, 12 X 18,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,100913,http://www.reparteegallery.com/images/variant/large/DP500622FA.jpg,0,Black Lamb Frame A, REP133002,41635,DP500622FA,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,100914,http://www.reparteegallery.com/images/variant/large/DP500622FB.jpg,0,Black Lamb Frame B, REP133111,41635,DP500622FB,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,100915,http://www.reparteegallery.com/images/variant/large/DP500622FC.jpg,0,Black Lamb Frame C, REP133115,41635,DP500622FC,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  White
Giclee Print,100906,http://www.reparteegallery.com/images/variant/large/DP500775.jpg,1,Black Lamb,,41636,DP500775,44.9500,14 X 21,
Giclee Print,100917,http://www.reparteegallery.com/images/variant/large/DP500775FA.jpg,0,Black Lamb Frame A, REP140002,41636,DP500775FA,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Classic Black
Giclee Print,100918,http://www.reparteegallery.com/images/variant/large/DP500775FB.jpg,0,Black Lamb Frame B, REP140111,41636,DP500775FB,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Cappuccino
Giclee Print,100919,http://www.reparteegallery.com/images/variant/large/DP500775FC.jpg,0,Black Lamb Frame C, REP140115,41636,DP500775FC,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  White
Giclee Print,100920,http://www.reparteegallery.com/images/variant/large/DP500775FD.jpg,0,Black Lamb Frame D, REP140118,41636,DP500775FD,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Vandyke
Giclee Print,100907,http://www.reparteegallery.com/images/variant/large/DP500923.jpg,1,Black Lamb,,41637,DP500923,120.0000,20 X 30,
Giclee Print,100921,http://www.reparteegallery.com/images/variant/large/DP500923FA.jpg,0,Black Lamb Frame A, REP131002,41637,DP500923FA,379.9500, 32 X 42,1 3/4 X 5 1/4 Classic Black
Giclee Print,100922,http://www.reparteegallery.com/images/variant/large/DP500923FB.jpg,0,Black Lamb Frame B, REP131111,41637,DP500923FB,379.9500, 32 X 42,1 3/4 X 5 1/4 Cappuccino
Giclee Print,100923,http://www.reparteegallery.com/images/variant/large/DP500923FC.jpg,0,Black Lamb Frame C, REP131115,41637,DP500923FC,379.9500, 32 X 42,1 3/4 X 5 1/4 White
