Medium, VariantID, Image, isDefault, Name, Frames, ProductID, MPN, Price, Dimensions, FrameDescription
Giclee Print,103959,http://www.reparteegallery.com/images/variant/large/CH1006907FA.jpg,0,Salt Lake Early Evening Frame A, REP133002,42663,CH1006907FA,159.9500, 25 X 19,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,103960,http://www.reparteegallery.com/images/variant/large/CH1006907FB.jpg,0,Salt Lake Early Evening Frame B, REP133111,42663,CH1006907FB,159.9500, 25 X 19,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,103961,http://www.reparteegallery.com/images/variant/large/CH1006907FC.jpg,0,Salt Lake Early Evening Frame C, REP133115,42663,CH1006907FC,159.9500, 25 X 19,1 1/4 X 3 1/4 Finish:  White
Giclee Print,103962,http://www.reparteegallery.com/images/variant/large/CH1006907FD.jpg,0,Salt Lake Early Evening Frame D, REP133118,42663,CH1006907FD,159.9500,25 X 19,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,103951,http://www.reparteegallery.com/images/variant/large/CH1006908.jpg,1,Salt Lake Early Evening,,42664,CH1006908,44.9500,21 X 14,
Giclee Print,103963,http://www.reparteegallery.com/images/variant/large/CH1006908FA.jpg,0,Salt Lake Early Evening Frame A, REP140002,42664,CH1006908FA,209.9500, 29 X 22,1 1/4 X 4 1/4 Finish:  Classic Black
Giclee Print,103964,http://www.reparteegallery.com/images/variant/large/CH1006908FB.jpg,0,Salt Lake Early Evening Frame B, REP140111,42664,CH1006908FB,209.9500, 29 X 22,1 1/4 X 4 1/4 Finish:  Cappuccino
Giclee Print,103965,http://www.reparteegallery.com/images/variant/large/CH1006908FC.jpg,0,Salt Lake Early Evening Frame C, REP140115,42664,CH1006908FC,209.9500, 29 X 22,1 1/4 X 4 1/4 Finish:  White
Giclee Print,103966,http://www.reparteegallery.com/images/variant/large/CH1006908FD.jpg,0,Salt Lake Early Evening Frame D, REP140118,42664,CH1006908FD,209.9500, 29 X 22,1 1/4 X 4 1/4 Finish:  Vandyke
Giclee Print,103952,http://www.reparteegallery.com/images/variant/large/CH1006909.jpg,1,Salt Lake Early Evening,,42665,CH1006909,120.0000,30 X 20,
Giclee Print,103967,http://www.reparteegallery.com/images/variant/large/CH1006909FA.jpg,0,Salt Lake Early Evening Frame A, REP131002,42665,CH1006909FA,379.9500, 42 X 32,1 3/4 X 5 1/4 Classic Black
Giclee Print,103968,http://www.reparteegallery.com/images/variant/large/CH1006909FB.jpg,0,Salt Lake Early Evening Frame B, REP131111,42665,CH1006909FB,379.9500, 42 X 32,1 3/4 X 5 1/4 Cappuccino
Giclee Print,103969,http://www.reparteegallery.com/images/variant/large/CH1006909FC.jpg,0,Salt Lake Early Evening Frame C, REP131115,42665,CH1006909FC,379.9500, 42 X 32,1 3/4 X 5 1/4 White
Giclee Print,103970,http://www.reparteegallery.com/images/variant/large/CH1006909FD.jpg,0,Salt Lake Early Evening Frame D, REP131118,42665,CH1006909FD,379.9500, 42 X 32,1 3/4 X 5 1/4 Vandyke
Giclee Print,103953,http://www.reparteegallery.com/images/variant/large/CH1006910.jpg,1,Salt Lake Early Evening,,42666,CH1006910,99.9500,36 X 18,
Giclee Print,103971,http://www.reparteegallery.com/images/variant/large/CH1006910FA.jpg,0,Salt Lake Early Evening Frame A, REP131002,42666,CH1006910FA,389.9500, 48 X 30,1 3/4 X 5 1/4 Classic Black
Giclee Print,103972,http://www.reparteegallery.com/images/variant/large/CH1006910FB.jpg,0,Salt Lake Early Evening Frame B, REP131002,42666,CH1006910FB,389.9500, 48 X 30,1 3/4 X 5 1/4 Classic Black
Giclee Print,103973,http://www.reparteegallery.com/images/variant/large/CH1006910FC.jpg,0,Salt Lake Early Evening Frame C, REP131115,42666,CH1006910FC,389.9500, 48 X 30,1 3/4 X 5 1/4 White
Giclee Print,103974,http://www.reparteegallery.com/images/variant/large/CH1006910FD.jpg,0,Salt Lake Early Evening Frame D, REP131118,42666,CH1006910FD,389.9500, 48 X 30,1 3/4 X 5 1/4 Vandyke
Giclee Print on Plaque,103975,http://www.reparteegallery.com/images/variant/large/CH1006911.jpg,1,Salt Lake Mid-Summer Garden,,42667,CH1006911,49.9500,13 X 10,
Giclee Print,103976,http://www.reparteegallery.com/images/variant/large/CH1006912.jpg,1,Salt Lake Mid-Summer Garden,,42669,CH1006912,24.9500,14 X 11,
Giclee Print,103980,http://www.reparteegallery.com/images/variant/large/CH1006912FA.jpg,0,Salt Lake Mid-Summer Garden Frame A, REP133002,42669,CH1006912FA,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,103981,http://www.reparteegallery.com/images/variant/large/CH1006912FB.jpg,0,Salt Lake Mid-Summer Garden Frame B, REP133111,42669,CH1006912FB,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,103983,http://www.reparteegallery.com/images/variant/large/CH1006912FC.jpg,0,Salt Lake Mid-Summer Garden Frame C, REP133115,42669,CH1006912FC,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  White
Giclee Print,103984,http://www.reparteegallery.com/images/variant/large/CH1006912FD.jpg,0,Salt Lake Mid-Summer Garden Frame D, REP133118,42669,CH1006912FD,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,103977,http://www.reparteegallery.com/images/variant/large/CH1006913.jpg,1,Salt Lake Mid-Summer Garden,,42670,CH1006913,34.9500,18 X 12,
Giclee Print,103985,http://www.reparteegallery.com/images/variant/large/CH1006913FA.jpg,0,Salt Lake Mid-Summer Garden Frame A, REP133002,42670,CH1006913FA,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,103986,http://www.reparteegallery.com/images/variant/large/CH1006913FB.jpg,0,Salt Lake Mid-Summer Garden Frame B, REP133111,42670,CH1006913FB,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,103987,http://www.reparteegallery.com/images/variant/large/CH1006913FC.jpg,0,Salt Lake Mid-Summer Garden Frame C, REP133115,42670,CH1006913FC,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  White
Giclee Print,103988,http://www.reparteegallery.com/images/variant/large/CH1006913FD.jpg,0,Salt Lake Mid-Summer Garden Frame D, REP133118,42670,CH1006913FD,159.9500,19 X 25,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,103978,http://www.reparteegallery.com/images/variant/large/CH1006914.jpg,1,Salt Lake Mid-Summer Garden,,42671,CH1006914,44.9500,21 X 14,
Giclee Print,103989,http://www.reparteegallery.com/images/variant/large/CH1006914FA.jpg,0,Salt Lake Mid-Summer Garden Frame A, REP140002,42671,CH1006914FA,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Classic Black
Giclee Print,103990,http://www.reparteegallery.com/images/variant/large/CH1006914FB.jpg,0,Salt Lake Mid-Summer Garden Frame B, REP140111,42671,CH1006914FB,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Cappuccino
Giclee Print,103991,http://www.reparteegallery.com/images/variant/large/CH1006914FC.jpg,0,Salt Lake Mid-Summer Garden Frame C, REP140115,42671,CH1006914FC,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  White
Giclee Print,103992,http://www.reparteegallery.com/images/variant/large/CH1006914FD.jpg,0,Salt Lake Mid-Summer Garden Frame D, REP140118,42671,CH1006914FD,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Vandyke
Giclee Print,103979,http://www.reparteegallery.com/images/variant/large/CH1006915.jpg,1,Salt Lake Mid-Summer Garden,,42672,CH1006915,120.0000,30 X 20,
